!prob.|identifier|coord1 (ICRS,J2000)|plx|radvel|Mag U|Mag B|Mag V|Mag R|Mag G|Mag I|Mag J|Mag H|Mag K|spec. type
!------|-----------------------------------|---------------------------------------|---------|-------------|---------|---------|---------|---------|---------|---------|---------|---------|---------|---------------
100|[BVM98] M 67 54|08 51 04.43 +11 41 51.6|~|~|~|21.02|19.36|~|~|~|~|~|~|~
2|Cl* NGC 2682 SAND 274|08 49 30.8533563912 +12 03 02.544640164|0.7272|~|~|~|15.652|~|15.587091|~|14.396|14.015|13.93|~
100|Cl* NGC 2682 SAND 275|08 49 17.0160487416 +12 03 51.282725616|0.3626|12.596700|~|15.26|14.369|~|14.035812|~|12.630|12.156|12.065|~
52|Cl* NGC 2682 SAND 276|08 49 23.7413572968 +12 04 03.907351452|0.8492|~|~|~|15.992|~|15.661544|~|14.408|13.95|13.835|~
100|Cl* NGC 2682 SAND 277|08 49 21.4793358624 +12 04 22.972635696|1.2236|35.51|~|12.74|12.225|~|12.215913|~|11.157|10.926|10.859|F6V
0|Cl* NGC 2682 SAND 279|08 49 19.0805023704 +12 07 18.690144708|0.6579|~|~|~|15.370|~|15.094080|~|14.013|13.666|13.59|~
23|Cl* NGC 2682 SAND 281|08 49 32.7677305008 +12 08 57.816697992|1.4292|72.26|~|13.85|13.277|~|13.042724|~|11.955|11.650|11.573|~
0|Cl* NGC 2682 SAND 282|08 49 20.6438584464 +12 09 20.059743348|0.9892|~|~|14.81|14.436|~|14.139067|~|13.225|12.961|12.920|~
100|Cl* NGC 2682 SAND 284|08 49 35.1250883136 +12 10 39.570766536|0.7526|91.410599|~|13.64|12.698|~|12.364269|~|10.938|10.458|10.351|~
100|Cl* NGC 2682 SAND 285|08 49 29.5584201696 +12 11 04.383599388|1.1406|34.043098|~|~|15.197|~|14.696521|~|13.492|13.086|12.987|~
12|Cl* NGC 2682 SAND 288|08 49 27.8123807880 +12 14 05.003652876|0.6765|36.97|~|16.06|15.526|~|15.265909|~|14.345|14.050|13.92|~
100|Cl* NGC 2682 SAND 295|08 49 30.8186168976 +12 21 07.805689560|0.2879|-19.876200|~|~|~|~|13.057160|~|11.544|11.019|10.916|~
100|Cl* NGC 2682 SAND 307|08 49 45.7611938016 +11 08 00.501272124|0.4648|18.367100|~|~|14.456|~|14.016843|~|12.677|12.205|12.093|~
100|Cl* NGC 2682 SAND 31|08 48 44.7289074912 +11 31 20.632665324|2.1051|24.1|~|14.97|~|~|13.795906|~|12.595|12.191|12.092|~
100|Cl* NGC 2682 SAND 317|08 49 56.4269903040 +11 14 08.560413276|5.8609|25.349701|~|13.90|12.753|~|12.353725|~|10.872|10.405|10.287|~
0|Cl* NGC 2682 SAND 318|08 50 00.0539679672 +11 14 32.695867248|1.3151|21.171000|~|12.01|11.595|~|11.365227|~|10.500|10.303|10.230|~
0|Cl* NGC 2682 SAND 32|08 48 36.0263889504 +11 31 46.884704628|1.4991|4.128000|~|13.77|13.260|~|13.105896|~|12.196|11.912|11.900|~
0|Cl* NGC 2682 SAND 321|08 49 52.2077266680 +11 15 07.770854232|1.2277|26.42|~|14.03|13.250|~|12.859181|~|11.456|11.003|10.890|~
100|Cl* NGC 2682 SAND 332|08 49 48.4850659488 +11 22 29.916814836|3.8796|35.0|~|~|14.722|~|14.144891|~|12.367|11.769|11.630|~
15|Cl* NGC 2682 SAND 333|08 49 38.2382918616 +11 22 49.772084196|0.9129|~|~|~|15.151|~|14.855074|~|13.879|13.580|13.56|~
100|Cl* NGC 2682 SAND 336|08 49 37.9089517488 +11 26 04.341500340|2.4811|0.756904|~|~|15.150|~|14.705502|~|13.028|12.484|12.408|~
0|Cl* NGC 2682 SAND 337|08 49 42.4045834080 +11 26 14.440178328|1.0623|11.484000|~|13.46|12.958|~|12.681846|~|11.696|11.470|11.386|~
63|Cl* NGC 2682 SAND 338|08 49 40.5847794384 +11 26 18.831545304|0.3731|~|~|~|15.841|~|15.718047|~|14.70|14.385|14.293|~
0|Cl* NGC 2682 SAND 339|08 49 39.4938086784 +11 26 47.562645768|0.6627|~|~|~|15.516|~|15.199105|~|14.072|13.723|13.67|~
38|Cl* NGC 2682 SAND 340|08 49 55.3443615672 +11 28 14.068965972|1.1457|30.29|~|15.84|15.357|~|14.855729|~|13.665|13.276|13.262|~
100|Cl* NGC 2682 SAND 341|08 49 59.2064816184 +11 28 41.542374720|1.066|33.929199|~|13.8|13.278|~|13.056440|~|12.106|11.869|11.790|~
0|Cl* NGC 2682 SAND 342|08 49 47.6075086968 +11 28 50.107404684|0.8079|~|~|~|14.643|~|14.330207|~|13.145|12.751|12.663|~
100|Cl* NGC 2682 SAND 343|08 49 44.1935959194 +11 29 09.431709533|1.1689|34.467999|~|14.08|13.623|~|13.359071|~|12.431|12.158|12.136|~
100|Cl* NGC 2682 SAND 344|08 49 42.4151945544 +11 30 31.584531744|1.8296|-4.702290|~|11.92|11.411|~|11.205496|~|10.331|10.104|10.058|~
31|Cl* NGC 2682 SAND 345|08 49 55.1906987664 +11 31 44.616940932|0.6675|21.30|~|15.15|14.545|~|14.314516|~|13.284|13.031|12.959|~
0|Cl* NGC 2682 SAND 346|08 49 58.5385868160 +11 31 47.224108236|1.4885|-18.06|~|15.2|14.677|~|14.357606|~|13.238|12.907|12.838|~
0|Cl* NGC 2682 SAND 347|08 49 58.9881347304 +11 32 02.417271144|0.7644|-29.723|~|16.77|16.100|~|15.928841|~|14.84|14.49|14.53|~
9|Cl* NGC 2682 SAND 348|08 49 38.9015133000 +11 32 17.577728520|0.8157|-1.345|~|~|15.273|~|15.028605|~|14.071|13.75|13.66|~
4|Cl* NGC 2682 SAND 349|08 49 52.1845351560 +11 32 48.233494428|0.9163|32.05|~|14.37|13.923|13.649|13.626239|~|12.630|12.361|12.313|~
25|Cl* NGC 2682 SAND 350|08 49 52.5487121760 +11 33 06.392134656|5.9998|-22.908100|~|13.36|12.478|~|12.129229|~|10.725|10.269|10.180|~
100|Cl* NGC 2682 SAND 352|08 49 57.0094964856 +11 33 54.313526448|1.139|34.44|~|16.1|15.439|~|15.059569|~|13.836|13.464|13.37|~
0|Cl* NGC 2682 SAND 354|08 49 48.4914631512 +11 35 32.835909624|0.4428|109.31|~|16.74|16.120|~|15.975473|~|15.031|14.62|14.72|~
100|Cl* NGC 2682 SAND 355|08 49 44.30016 +11 35 32.7408|~|-13.578000|~|16.20|15.06|14.57|~|~|12.902|12.438|12.222|~
0|Cl* NGC 2682 SAND 356|08 49 58.1803488384 +11 36 46.505999988|1.8099|91.227997|~|14.56|13.955|~|13.658481|~|12.517|12.198|12.113|~
0|Cl* NGC 2682 SAND 357|08 49 38.6616957000 +11 37 06.562239636|1.1872|88.48|~|13.99|13.417|~|13.186102|~|12.072|11.706|11.636|~
0|Cl* NGC 2682 SAND 358|08 49 58.2421366704 +11 37 12.483839856|0.6531|-20.07|~|15.97|15.232|~|15.078890|~|13.986|13.68|13.628|~
0|Cl* NGC 2682 SAND 360|08 49 57.4675272240 +11 38 07.812032280|1.0248|81.77|~|14.27|13.810|~|13.537104|~|12.567|12.283|12.230|~
100|Cl* NGC 2682 SAND 361|08 49 45.4161926664 +11 38 48.392279628|1.1441|33.47|~|16.75|15.811|~|15.534893|~|14.163|13.757|13.646|~
25|Cl* NGC 2682 SAND 362|08 49 46.2111841824 +11 40 31.829302776|1.3642|17.44|~|16.88|15.794|~|15.514958|~|13.947|13.400|13.32|~
30|Cl* NGC 2682 SAND 363|08 49 44.8000248168 +11 41 08.548602972|1.5257|-5.654929|~|13.61|13.107|~|12.900735|~|12.003|11.766|11.746|~
100|Cl* NGC 2682 SAND 365|08 49 44.9043915888 +11 41 56.200281972|1.082|36.339298|~|16.47|15.496|~|15.312484|~|13.984|13.535|13.488|~
0|Cl* NGC 2682 SAND 366|08 49 57.8670725400 +11 42 48.404174040|0.7189|19.91|~|13.72|13.279|~|13.097421|~|12.218|11.964|11.915|~
0|Cl* NGC 2682 SAND 367|08 49 54.1066685760 +11 43 06.512305620|1.0523|34.58|~|15.38|14.780|~|14.508028|~|13.403|13.059|12.989|~
100|Cl* NGC 2682 SAND 368|08 49 42.8892438152 +11 43 08.802736658|1.1506|36.147301|~|13.28|12.758|~|12.556582|~|11.626|11.362|11.265|~
100|Cl* NGC 2682 SAND 369|08 49 57.8318592432 +11 44 30.639203340|2.4911|1.624040|~|15.53|14.663|~|14.290511|~|12.863|12.329|12.237|~
100|Cl* NGC 2682 SAND 37|08 48 39.5726679792 +11 36 53.588859624|1.1645|~|~|~|~|~|14.983043|~|13.805|13.46|13.380|~
100|Cl* NGC 2682 SAND 370|08 49 52.6106737656 +11 45 35.262514332|1.1692|33.41|~|16.84|15.910|~|15.636947|~|14.219|13.79|13.703|~
1|Cl* NGC 2682 SAND 371|08 49 55.7400434184 +11 45 44.450432172|0.7988|1.93|~|16.55|15.759|~|15.651149|~|14.517|14.13|14.17|~
63|Cl* NGC 2682 SAND 372|08 49 41.4036256920 +11 47 16.801492776|2.5821|26.95|~|16.56|15.772|~|15.541990|~|14.086|13.63|13.576|~
100|Cl* NGC 2682 SAND 375|08 49 48.9621733736 +11 48 24.830485259|1.1431|34.75|~|16.44|15.543|~|15.134989|~|13.683|13.143|13.113|~
27|Cl* NGC 2682 SAND 376|08 49 43.4597206344 +11 48 38.732680440|3.4958|-24.563999|~|10.99|10.594|~|10.456305|~|9.642|9.455|9.363|~
0|Cl* NGC 2682 SAND 377|08 49 57.1286894592 +11 48 51.278009184|2.6686|-11.900000|~|11.46|11.416|~|11.263960|~|10.438|10.232|10.180|~
100|Cl* NGC 2682 SAND 378|08 49 46.1082036480 +11 50 35.180376216|0.8531|58.529499|~|13.06|12.128|~|11.808116|~|10.317|9.792|9.666|~
0|Cl* NGC 2682 SAND 379|08 49 49.2037280880 +11 50 49.947988524|0.313|69.88|~|15.35|14.956|~|14.696157|~|13.735|13.483|13.437|~
0|Cl* NGC 2682 SAND 380|08 49 48.7832463072 +11 52 02.465373324|0.8066|45.83|~|16.57|15.875|14.00|15.750587|~|14.62|14.31|14.270|~
100|Cl* NGC 2682 SAND 382|08 49 55.633272 +11 52 51.95532|~|16.325001|~|15.62|14.78|14.59|~|~|13.196|12.722|12.619|~
100|Cl* NGC 2682 SAND 383|08 49 36.8431544520 +11 53 22.204930740|0.7822|-0.585890|~|13.40|11.315|11.031|11.001099|~|9.367|8.821|8.689|~
0|Cl* NGC 2682 SAND 384|08 49 55.5457601496 +11 53 40.733383092|2.9498|-0.73|~|14.16|13.429|~|13.117982|~|11.912|11.496|11.445|~
14|Cl* NGC 2682 SAND 385|08 49 42.2324999088 +11 55 14.863268172|0.6502|62.755|~|15.59|15.074|~|14.683582|~|13.492|13.094|13.056|~
32|Cl* NGC 2682 SAND 386|08 49 42.6692776896 +11 55 29.176332636|1.5111|76.08|~|15.34|14.857|~|14.506154|~|13.350|13.013|12.908|~
0|Cl* NGC 2682 SAND 387|08 49 58.1409381240 +11 55 53.197766292|2.3276|39.569000|~|12.97|12.539|~|12.313837|~|11.428|11.208|11.144|~
0|Cl* NGC 2682 SAND 388|08 49 57.9695182008 +11 56 16.938931596|0.6255|48.00|~|14.94|14.596|~|14.292708|~|13.401|13.11|13.05|~
41|Cl* NGC 2682 SAND 389|08 49 45.7054569144 +11 56 35.490600636|1.3425|38.94|~|14.22|13.692|~|13.417300|~|12.359|12.071|12.022|~
100|Cl* NGC 2682 SAND 39|08 48 44.3369017536 +11 38 34.265114520|1.1463|34.51|~|~|13.328|~|13.178524|~|12.235|11.977|11.923|~
100|Cl* NGC 2682 SAND 390|08 49 56.6329633416 +11 56 53.284799544|1.1832|31.52|~|13.85|13.342|13.198|13.127889|~|12.216|11.969|11.865|~
0|Cl* NGC 2682 SAND 391|08 49 48.1905583128 +11 57 50.363189748|1.3386|42.74|~|15.44|14.795|~|14.502388|~|13.325|12.940|12.907|~
51|Cl* NGC 2682 SAND 392|08 49 45.3338610624 +11 57 54.141431112|1.1454|9.39|~|16.71|15.603|~|15.482080|~|14.124|13.55|13.55|~
14|Cl* NGC 2682 SAND 393|08 49 54.8546495112 +11 58 12.128907036|0.9763|23.2|~|15.8|15.221|~|14.889999|~|13.784|13.402|13.316|~
100|Cl* NGC 2682 SAND 394|08 49 45.7412831448 +11 58 45.297466032|1.1162|44.31|~|15.65|14.892|14.639|14.704448|~|13.567|13.239|13.125|~
100|Cl* NGC 2682 SAND 395|08 49 47.7859193764 +11 58 50.580550696|1.1517|35.0|~|13.92|13.465|~|13.207407|~|12.292|12.034|11.975|~
0|Cl* NGC 2682 SAND 396|08 49 52.5375735360 +12 02 05.020234764|0.6723|68.705|~|15.11|14.553|~|14.244311|~|13.159|12.808|12.710|~
100|Cl* NGC 2682 SAND 397|08 49 45.1669578686 +12 02 27.101639319|1.1297|32.85|~|14.08|13.654|13.449|13.389088|~|12.444|12.180|12.156|~
100|Cl* NGC 2682 SAND 398|08 49 46.1632752240 +12 03 30.126734100|1.1528|35.10|~|16.44|15.454|~|15.324436|~|14.045|13.592|13.54|~
100|Cl* NGC 2682 SAND 399|08 49 39.5599196376 +12 05 06.777321360|2.8577|25.3|~|~|14.169|~|13.788257|~|12.334|11.850|11.773|~
100|Cl* NGC 2682 SAND 40|08 48 33.4025466504 +11 39 06.472309860|2.224|-3.732210|~|~|~|~|14.803555|~|13.250|12.72|12.614|~
0|Cl* NGC 2682 SAND 400|08 49 36.8136205944 +12 06 36.757916028|0.9915|~|~|14.36|13.888|~|13.623272|~|12.660|12.444|12.345|~
0|Cl* NGC 2682 SAND 401|08 49 52.4445634872 +12 08 10.866893460|0.545|-14.41|~|15.69|15.317|~|14.989862|~|14.050|13.844|13.72|~
100|Cl* NGC 2682 SAND 404|08 49 53.6756192064 +12 11 09.238606584|21.7789|-4.1|~|14.47|12.902|~|12.080585|~|9.745|9.148|8.950|M2.2
39|Cl* NGC 2682 SAND 406|08 49 45.3699183432 +12 12 26.790290964|0.5772|~|~|~|14.733|~|14.444574|~|13.534|13.264|13.190|~
57|Cl* NGC 2682 SAND 407|08 49 40.8806400720 +12 13 18.139069488|0.7098|0.57|~|~|15.278|~|14.930325|~|13.961|13.66|13.628|~
0|Cl* NGC 2682 SAND 408|08 49 48.7332444576 +12 15 06.508465236|0.8911|~|~|~|15.479|~|15.110361|~|14.114|13.745|13.715|~
46|Cl* NGC 2682 SAND 409|08 49 42.7430454768 +12 15 29.292566256|0.6409|57.98|~|~|14.681|~|14.293512|~|12.878|12.384|12.301|~
0|Cl* NGC 2682 SAND 41|08 48 40.7970763368 +11 40 43.838864652|1.6519|4.26|~|~|13.753|~|13.557618|~|12.47|12.15|12.119|~
13|Cl* NGC 2682 SAND 410|08 49 57.3483694176 +12 17 20.363647128|0.5525|~|~|~|15.465|~|15.103650|~|14.169|13.87|13.71|~
5|Cl* NGC 2682 SAND 412|08 49 49.5197424408 +12 17 32.128321128|0.6201|~|~|~|15.276|~|14.974690|~|14.132|13.79|13.773|~
0|Cl* NGC 2682 SAND 413|08 49 41.9090653704 +12 18 10.565852832|1.7143|4.87|~|~|13.293|~|13.021972|~|11.997|11.715|11.644|~
9|Cl* NGC 2682 SAND 415|08 49 52.3518237120 +12 18 58.713254964|0.8199|~|~|~|14.482|~|14.073562|~|12.784|12.332|12.246|~
100|Cl* NGC 2682 SAND 416|08 49 44.0606032536 +12 22 04.675117728|1.1357|31.0|~|~|15.603|15.196|15.272416|~|13.999|13.558|13.48|~
0|Cl* NGC 2682 SAND 417|08 49 39.2745939912 +12 22 31.131913584|1.1358|31.16|~|13.98|13.400|~|13.267747|~|12.294|11.995|11.952|~
100|Cl* NGC 2682 SAND 418|08 50 00.4787279688 +11 05 22.484539608|0.5948|24.382299|~|12.73|12.087|~|11.712419|~|10.083|9.554|9.403|~
100|Cl* NGC 2682 SAND 42|08 48 50.4399307224 +11 42 10.573425540|4.1164|18.719500|~|~|14.881|~|14.266341|~|12.211|11.572|11.371|~
0|Cl* NGC 2682 SAND 424|08 50 01.0640226504 +11 11 01.556265804|1.2078|67.364899|~|13.22|12.270|~|11.934748|~|10.523|10.065|10.004|~
41|Cl* NGC 2682 SAND 426|08 50 22.1296386600 +11 14 02.719438224|0.7508|46.59|~|~|14.991|~|14.689745|~|13.757|13.46|13.44|~
25|Cl* NGC 2682 SAND 427|08 50 19.3065676752 +11 14 26.910090528|0.4911|~|~|~|15.243|~|14.857878|~|13.930|13.66|13.619|~
0|Cl* NGC 2682 SAND 430|08 50 03.028944 +11 16 42.01716|~|~|~|12.08|11.52|11.37|~|~|10.455|10.247|10.138|G1
20|Cl* NGC 2682 SAND 432|08 50 08.7081749592 +11 18 54.192696660|4.7776|~|~|~|15.527|~|14.867682|~|12.712|12.051|11.892|~
0|Cl* NGC 2682 SAND 433|08 50 14.1452440560 +11 18 59.916275388|1.8667|25.487000|~|13.40|12.872|~|12.612165|~|11.707|11.456|11.398|~
100|Cl* NGC 2682 SAND 434|08 50 11.5472502000 +11 19 40.491447204|1.2095|34.457500|~|12.81|12.670|12.50|12.388574|~|11.366|11.064|10.989|~
73|Cl* NGC 2682 SAND 44|08 48 48.6488734368 +11 43 58.425116160|1.1792|~|~|~|15.098|~|14.808728|~|13.584|13.209|13.112|~
25|Cl* NGC 2682 SAND 442|08 50 14.7373744800 +11 24 56.341323072|0.8236|-41.66|~|14.26|13.794|~|13.453484|~|12.395|12.090|12.022|~
0|Cl* NGC 2682 SAND 443|08 50 19.1338765059 +11 25 22.060949310|0.6262|63.31|~|16.43|15.900|~|15.6572|~|14.508|14.160|13.998|~
100|Cl* NGC 2682 SAND 445|08 50 00.3886099752 +11 25 40.610975592|1.1945|34.507999|~|13.32|12.889|~|12.602173|~|11.637|11.432|11.384|~
32|Cl* NGC 2682 SAND 449|08 50 21.0901863216 +11 27 04.052114856|0.9486|24.18|~|16.24|15.618|~|15.211296|~|14.077|13.72|13.64|~
0|Cl* NGC 2682 SAND 45|08 48 41.6781863256 +11 44 45.437104392|0.4686|~|~|~|15.570|~|15.476074|~|14.40|14.13|14.072|~
100|Cl* NGC 2682 SAND 450|08 50 12.4887713037 +11 27 16.482162576|1.2071|31.78|~|15.84|15.161|~|14.836234|~|13.710|13.312|13.26|~
100|Cl* NGC 2682 SAND 451|08 50 10.5791902464 +11 27 25.690658724|1.8455|30.334499|~|12.42|12.061|~|11.852529|~|11.097|10.989|10.916|~
25|Cl* NGC 2682 SAND 452|08 50 18.9752026224 +11 27 56.454458184|1.2721|22.60|~|14.38|13.963|~|13.640699|~|12.698|12.422|12.345|~
25|Cl* NGC 2682 SAND 453|08 50 02.5932191136 +11 28 40.525060764|0.4971|-34.32|~|16.78|16.140|~|15.968229|~|14.934|14.51|14.482|~
45|Cl* NGC 2682 SAND 456|08 50 20.8500450624 +11 28 53.941498212|0.7797|-7.30|~|15.2|14.736|~|14.463204|~|13.463|13.178|13.158|~
0|Cl* NGC 2682 SAND 457|08 50 15.5938489920 +11 29 26.642165388|1.3303|4.47|~|16.11|15.341|~|15.096831|~|13.814|13.345|13.19|~
100|Cl* NGC 2682 SAND 459|08 50 20.5689875496 +11 29 48.342272208|1.1035|35.11|~|16.55|15.586|~|15.383015|~|14.086|13.610|13.526|~
100|Cl* NGC 2682 SAND 46|08 48 38.4946963296 +11 47 17.357156808|4.2551|42.906601|~|~|13.815|~|13.477284|~|11.952|11.386|11.295|~
100|Cl* NGC 2682 SAND 463|08 50 11.7178046112 +11 32 25.075643604|2.1304|34.906502|~|15.33|14.428|~|14.190130|~|12.883|12.444|12.341|~
74|Cl* NGC 2682 SAND 464|08 50 13.1002570872 +11 33 09.155491020|0.9638|13.22|~|16.13|15.412|~|15.216683|~|14.076|13.77|13.73|~
100|Cl* NGC 2682 SAND 465|08 50 09.0188938145 +11 33 26.041634181|1.1331|34.848000|~|14.8|14.248|~|14.048451|~|13.099|12.797|12.797|~
100|Cl* NGC 2682 SAND 466|08 50 13.2970815192 +11 37 21.110450952|1.0995|34.65|~|16.95|16.000|~|15.705956|~|14.320|13.860|13.74|~
41|Cl* NGC 2682 SAND 467|08 50 02.4367426368 +11 38 03.301028880|2.505|7.255580|~|15.25|14.374|~|14.051309|~|12.675|12.221|12.164|~
0|Cl* NGC 2682 SAND 468|08 50 01.4953818240 +11 38 30.987589920|~|-4.89|~|15.29|14.710|~|14.452133|~|13.369|13.049|12.996|~
100|Cl* NGC 2682 SAND 469|08 50 09.5964371498 +11 38 41.954360247|1.1481|33.589001|~|15.17|14.613|~|14.332987|~|13.318|13.006|12.985|F9
1|Cl* NGC 2682 SAND 470|08 50 12.8007464736 +11 40 05.867716152|0.7138|-8.25|~|15.73|15.218|~|14.970630|~|14.007|13.68|13.620|~
100|Cl* NGC 2682 SAND 471|08 50 21.8903857224 +11 40 55.587785592|0.9821|33.65|~|14.22|13.620|~|15.614227|~|~|~|~|F8V
0|Cl* NGC 2682 SAND 472|08 50 04.6409235960 +11 41 38.214784500|1.7234|34.67|~|14.74|14.143|~|13.908438|~|12.846|12.526|12.444|~
100|Cl* NGC 2682 SAND 473|08 50 00.8434484355 +11 42 09.829244888|1.1760|34.062000|~|14.82|14.251|14.073|14.022008|~|13.037|12.742|12.666|~
100|Cl* NGC 2682 SAND 474|08 50 15.4543505784 +11 42 25.062734196|0.2827|52.666401|~|15.74|14.911|~|14.602113|~|13.227|12.699|12.642|~
45|Cl* NGC 2682 SAND 475|08 50 19.5842842992 +11 42 30.045982392|1.6775|53.71|~|16.15|15.187|~|14.853999|~|13.454|12.989|12.806|~
100|Cl* NGC 2682 SAND 476|08 50 12.1530421464 +11 42 53.025594624|1.1255|35.30|~|15.99|15.167|15.075|14.953916|~|13.759|13.343|13.32|~
100|Cl* NGC 2682 SAND 477|08 50 00.5817251400 +11 43 57.854541648|2.5165|0.675637|~|11.78|10.895|~|10.691896|~|9.369|8.942|8.866|~
100|Cl* NGC 2682 SAND 478|08 50 14.6501152248 +11 44 29.624048124|1.1619|21.76|~|15.98|15.134|14.923|14.932814|~|13.733|13.352|13.260|~
100|Cl* NGC 2682 SAND 479|08 50 02.3351700120 +11 45 08.995324392|1.1605|34.46|~|17.39|16.320|~|15.967258|~|14.404|13.975|13.78|~
100|Cl* NGC 2682 SAND 48|08 48 47.4861212256 +11 47 43.053407556|0.8928|20.464300|~|~|12.441|~|12.2102|~|10.798|10.370|10.246|~
0|Cl* NGC 2682 SAND 480|08 50 19.6119629784 +11 45 44.682135444|0.525|10.091000|~|15.54|15.074|~|14.782717|~|13.771|13.456|13.448|~
0|Cl* NGC 2682 SAND 482|08 50 06.7152875616 +11 48 11.708841888|0.3785|41.49|~|15.97|15.513|~|15.318194|~|14.380|14.013|13.99|~
60|Cl* NGC 2682 SAND 483|08 50 00.2291850216 +11 48 13.933360836|0.2837|71.70|~|16.76|16.033|~|15.914021|~|14.766|14.401|14.395|~
100|Cl* NGC 2682 SAND 485|08 50 20.1266056011 +11 49 11.077046166|1.1605|34.109001|~|14.16|13.656|13.500|13.447599|~|12.533|12.298|12.245|~
0|Cl* NGC 2682 SAND 486|08 50 05.8719949224 +11 49 31.577171880|0.6304|55.84|~|15.53|15.254|~|14.851580|~|13.861|13.476|13.443|~
100|Cl* NGC 2682 SAND 487|08 50 13.0177536696 +11 50 22.386083064|1.1326|-20.668501|~|16.95|16.080|~|15.826052|~|14.281|13.80|13.729|~
100|Cl* NGC 2682 SAND 489|08 50 16.2971498707 +11 53 48.034717979|1.1439|33.999199|~|13.4|12.884|~|12.728699|~|11.855|11.608|11.540|G2IV
4|Cl* NGC 2682 SAND 49|08 48 36.7830874008 +11 47 42.696849552|0.8222|~|~|~|15.726|~|15.658124|~|14.55|14.188|14.18|~
0|Cl* NGC 2682 SAND 490|08 50 06.0335391888 +11 53 53.840756292|0.8551|27.94|~|16.45|15.680|~|15.461549|~|14.271|13.923|13.788|~
100|Cl* NGC 2682 SAND 491|08 50 18.3882002448 +11 54 24.020151336|1.1737|33.13|~|15.51|14.874|14.621|14.620219|~|13.521|13.132|13.13|~
100|Cl* NGC 2682 SAND 492|08 50 17.2779023956 +11 54 27.871015984|1.1012|34.36|~|13.79|15.619|~|15.314818|~|14.035|13.610|13.58|~
100|Cl* NGC 2682 SAND 493|08 50 16.5237860976 +11 54 46.583643132|0.9511|40.20|~|15.76|15.175|~|14.929920|~|13.828|13.514|13.42|~
14|Cl* NGC 2682 SAND 498|08 50 06.3516074976 +11 56 29.677811388|0.5106|33.41|~|15.93|15.494|~|15.209368|~|14.251|14.02|14.035|~
100|Cl* NGC 2682 SAND 499|08 50 00.0248695156 +11 56 48.090466020|1.1417|33.4|~|14.1|13.646|~|13.381305|~|12.463|12.189|12.155|~
0|Cl* NGC 2682 SAND 501|08 50 13.1284715328 +11 57 29.386101168|2.5156|38.888000|~|12.11|11.703|~|11.532956|~|10.723|10.517|10.485|~
56|Cl* NGC 2682 SAND 503|08 50 00.2857292832 +11 58 14.175765192|0.7578|~|~|~|15.766|~|15.397256|~|14.395|14.10|13.99|~
25|Cl* NGC 2682 SAND 504|08 50 06.3586321152 +11 58 20.645201280|1.4348|85.28|~|16.89|16.010|~|15.761355|~|14.372|13.899|13.80|~
100|Cl* NGC 2682 SAND 505|08 50 09.9458182869 +11 59 53.954073490|1.1696|33.21|~|14.55|13.922|13.884|13.780851|~|12.820|12.578|12.497|~
2|Cl* NGC 2682 SAND 506|08 50 01.8858374592 +12 00 32.066328492|0.9162|6.27|~|13.91|13.422|~|13.208770|~|12.307|12.089|11.998|~
41|Cl* NGC 2682 SAND 507|08 50 19.0564483344 +12 02 37.272834024|0.513|-8.27|~|14.88|14.350|~|14.149741|~|13.138|12.832|12.775|~
0|Cl* NGC 2682 SAND 509|08 50 13.6216056720 +12 05 09.621679776|2.3409|5.69|~|12.88|12.376|~|12.181097|~|11.293|11.086|11.006|~
0|Cl* NGC 2682 SAND 510|08 50 20.5192064112 +12 05 34.629047052|0.8373|22.74|~|14.44|14.062|~|13.836196|~|12.945|12.678|12.626|~
0|Cl* NGC 2682 SAND 511|08 50 10.3784282496 +12 05 38.717574900|1.0633|-15.91|~|14.95|14.383|~|14.173767|~|13.168|12.868|12.789|~
0|Cl* NGC 2682 SAND 513|08 50 16.6004697768 +12 07 30.883743984|0.4385|58.572|~|16.1|15.469|~|15.346930|~|14.400|14.128|14.036|~
0|Cl* NGC 2682 SAND 514|08 50 06.4192812528 +12 09 10.385607024|0.7326|39.32|~|15.51|15.274|~|14.890147|~|13.962|13.671|13.56|~
28|Cl* NGC 2682 SAND 515|08 50 12.3139573056 +12 09 38.493381312|2.3028|26.43|~|13.38|12.722|~|12.476913|~|11.379|11.040|11.007|~
41|Cl* NGC 2682 SAND 516|08 50 03.2192066136 +12 10 50.087837064|0.5588|45.62|~|15.53|15.287|~|14.915055|~|14.023|13.720|13.68|~
56|Cl* NGC 2682 SAND 517|08 50 10.7104842336 +12 11 03.689590128|1.5982|4.83|~|16.24|15.496|~|15.024159|~|13.556|13.094|13.021|~
100|Cl* NGC 2682 SAND 520|08 50 11.6161196832 +12 14 33.668581344|1.1656|33.62|~|~|14.337|~|14.034807|~|13.029|12.734|12.670|~
100|Cl* NGC 2682 SAND 523|08 50 18.6849854448 +12 16 01.050780756|1.1464|33.0|~|14.69|14.265|14.056|13.986189|~|13.020|12.712|12.650|~
0|Cl* NGC 2682 SAND 524|08 50 18.0672679896 +12 17 16.643449392|0.7725|~|~|13.92|13.394|~|13.175420|~|12.272|11.983|11.939|~
40|Cl* NGC 2682 SAND 525|08 50 10.0791243120 +12 17 43.320520824|1.5849|15.75|~|14.63|13.996|~|13.750624|~|12.746|12.410|12.316|~
100|Cl* NGC 2682 SAND 526|08 50 07.6542362856 +12 19 18.548487552|1.149|~|~|~|15.482|~|15.134959|~|13.995|13.502|13.447|~
