!prob.|identifier|coord1 (ICRS,J2000)|plx|radvel|Mag U|Mag B|Mag V|Mag R|Mag G|Mag I|Mag J|Mag H|Mag K|spec. type
!------|-----------------------------------|---------------------------------------|---------|-------------|---------|---------|---------|---------|---------|---------|---------|---------|---------|---------------
100|[BVM98] M 67 54|08 51 04.43 +11 41 51.6|~|~|~|21.02|19.36|~|~|~|~|~|~|~
100|Cl* NGC 2682 SAND 527|08 50 16.2236686344 +12 19 34.307978664|1.1302|34.411|~|~|14.453|14.122|14.149156|~|13.240|12.893|12.865|~
1|Cl* NGC 2682 SAND 528|08 50 16.1963887488 +12 19 43.673742480|1.9767|~|~|~|14.642|~|14.305114|~|13.016|12.554|12.491|~
100|Cl* NGC 2682 SAND 529|08 49 58.4116148880 +12 20 24.423446004|1.0349|~|~|15.92|15.325|~|14.968301|~|13.846|13.457|13.352|~
100|Cl* NGC 2682 SAND 53|08 48 33.1308765240 +11 51 47.806560504|1.1579|29.75|~|13.92|~|~|13.176991|~|12.256|12.012|11.953|~
0|Cl* NGC 2682 SAND 530|08 50 14.9214791472 +12 20 27.185189388|0.6811|-10.1|~|~|14.302|~|13.928545|~|12.583|12.133|12.007|~
100|Cl* NGC 2682 SAND 532|08 50 03.9125931072 +12 22 57.591710904|1.1437|21.95|~|~|15.357|~|14.927443|~|13.848|13.495|13.380|~
0|Cl* NGC 2682 SAND 538|08 50 27.1342483032 +11 10 57.039516732|1.5755|18.681900|~|~|13.215|~|12.854787|~|11.422|10.933|10.808|~
0|Cl* NGC 2682 SAND 539|08 50 23.2373417149 +11 11 19.085265914|0.7055|25.885000|~|~|12.711|~|12.460589|~|11.457|11.175|11.116|~
0|Cl* NGC 2682 SAND 54|08 48 44.7243296256 +11 52 39.787625028|0.802|~|~|~|15.137|~|14.874410|~|13.83|13.501|13.486|~
100|Cl* NGC 2682 SAND 540|08 50 38.6753767968 +11 12 12.881871504|1.1201|34.188999|~|14.75|14.257|14.027|14.015148|~|13.047|12.717|12.649|~
17|Cl* NGC 2682 SAND 541|08 50 42.0530402136 +11 13 01.487989416|1.0429|~|~|~|15.796|~|15.350575|~|14.162|13.729|13.707|~
0|Cl* NGC 2682 SAND 543|08 50 43.0968623400 +11 15 43.100344152|0.821|36.89|~|~|14.298|~|14.192791|~|13.328|13.054|13.02|~
8|Cl* NGC 2682 SAND 544|08 50 28.9697497848 +11 15 59.435906040|0.8822|~|~|~|15.143|~|14.859196|~|13.814|13.443|13.39|~
0|Cl* NGC 2682 SAND 545|08 50 31.5116660496 +11 16 00.349589496|0.666|~|~|~|15.229|~|14.917648|~|13.970|13.63|13.571|~
0|Cl* NGC 2682 SAND 546|08 50 34.0367104224 +11 17 17.244768948|1.3484|-28.021000|~|13.66|13.204|~|12.999082|~|12.097|11.823|11.782|~
1|Cl* NGC 2682 SAND 547|08 50 37.8250568136 +11 17 26.492234280|0.751|~|~|~|15.097|~|14.869756|~|13.814|13.510|13.43|~
100|Cl* NGC 2682 SAND 55|08 48 46.2270866304 +11 53 40.429797936|0.445|105.182999|~|~|14.799|~|14.447735|~|13.047|12.565|12.472|~
100|Cl* NGC 2682 SAND 550|08 50 43.8297873360 +11 18 45.547205688|1.2282|27.409700|~|~|~|~|15.878875|~|14.279|13.80|13.67|~
0|Cl* NGC 2682 SAND 551|08 50 26.7185243952 +11 19 22.832029956|5.7748|10.828366|~|11.77|11.208|11.02|10.997499|~|9.959|9.684|9.604|~
0|Cl* NGC 2682 SAND 553|08 50 38.0737804632 +11 19 54.870892644|1.1023|41.1|~|~|14.568|14.197|14.230772|~|13.222|12.866|12.869|~
0|Cl* NGC 2682 SAND 554|08 50 29.1549572496 +11 20 26.851492680|0.606|~|~|~|13.934|~|13.715788|~|12.974|12.785|12.759|~
4|Cl* NGC 2682 SAND 557|08 50 24.5331570600 +11 22 13.506906288|1.0699|~|~|~|14.985|~|14.539345|~|13.440|13.127|13.043|~
4|Cl* NGC 2682 SAND 558|08 50 41.5624592544 +11 22 15.582730728|0.4105|30.53|~|15.7|15.416|~|15.107490|~|14.276|14.00|13.918|~
0|Cl* NGC 2682 SAND 559|08 50 22.3709916168 +11 22 20.822207340|0.7297|~|~|15.75|15.298|~|14.794543|~|13.880|13.577|13.52|~
0|Cl* NGC 2682 SAND 560|08 50 43.1150294256 +11 22 43.282055712|0.5992|-18.45|~|16.88|16.130|~|15.945396|~|14.78|14.493|14.395|~
0|Cl* NGC 2682 SAND 561|08 50 26.0789768592 +11 22 58.903716360|0.8214|41.97|~|16.56|15.880|~|15.658077|~|14.440|14.029|13.902|~
60|Cl* NGC 2682 SAND 563|08 50 41.0073696552 +11 24 09.418211388|0.9721|48.51|~|15.87|15.279|~|15.014594|~|13.944|13.62|13.69|~
100|Cl* NGC 2682 SAND 566|08 50 40.7576527080 +11 25 09.664791348|0.276|47.872299|~|15.23|14.469|~|14.081163|~|12.694|12.191|12.095|~
67|Cl* NGC 2682 SAND 567|08 50 35.5927056240 +11 25 31.152812052|1.5038|20.57|~|15.92|15.247|~|14.823039|~|13.583|13.171|13.088|~
0|Cl* NGC 2682 SAND 568|08 50 38.6886588480 +11 26 01.903585164|0.6582|64.15|~|15.42|14.865|~|14.684276|~|13.747|13.554|13.465|~
100|Cl* NGC 2682 SAND 569|08 50 42.1031842783 +11 26 23.475240070|1.2883|35.160000|~|14.12|13.663|13.425|13.416550|~|12.491|12.232|12.209|~
100|Cl* NGC 2682 SAND 571|08 50 40.6805569872 +11 27 19.750180356|1.036|36.85|~|16.63|15.710|~|15.458749|~|14.050|13.625|13.498|~
0|Cl* NGC 2682 SAND 573|08 50 36.5907558144 +11 27 50.159599848|1.1096|153.65|~|16.86|16.030|~|15.761990|~|14.464|13.95|13.953|~
0|Cl* NGC 2682 SAND 574|08 50 29.4402442248 +11 28 20.801916156|0.3879|102.82|~|16.52|15.660|~|15.683914|~|14.57|14.303|14.25|~
100|Cl* NGC 2682 SAND 576|08 50 34.0201673784 +11 29 24.050437764|1.8016|-13.830400|~|16.12|15.246|~|14.796757|~|13.363|12.893|12.795|~
0|Cl* NGC 2682 SAND 577|08 50 38.2514187072 +11 29 29.124974976|1.4347|41.66|~|16.95|15.836|~|15.533839|~|14.011|13.515|13.397|~
100|Cl* NGC 2682 SAND 578|08 50 43.6377627264 +11 29 32.688698784|1.1333|35.65|~|16.54|15.742|~|15.368779|~|14.063|13.64|13.565|~
100|Cl* NGC 2682 SAND 579|08 50 39.0477227232 +11 30 07.173427284|1.1719|32.92|~|17.4|16.340|~|16.005791|~|14.584|14.00|13.916|~
0|Cl* NGC 2682 SAND 58|08 48 50.9117892312 +11 57 04.003506756|1.1021|~|~|~|15.863|~|15.750781|~|14.452|14.044|13.951|~
0|Cl* NGC 2682 SAND 580|08 50 28.6664608776 +11 30 11.550168072|0.7061|11.90|~|14.87|14.449|~|14.222672|~|13.321|13.020|13.00|~
58|Cl* NGC 2682 SAND 583|08 50 44.2187512272 +11 30 56.212215912|1.1672|55.34|~|15.81|15.067|~|14.760070|~|13.572|13.167|13.079|~
100|Cl* NGC 2682 SAND 585|08 50 32.2071435744 +11 31 48.624963924|1.1518|33.77|~|16.51|15.529|~|15.192000|~|13.712|13.188|13.066|~
100|Cl* NGC 2682 SAND 587|08 50 33.7923449890 +11 34 21.320708707|1.1608|42.462605|~|14.3|13.723|~|13.559339|~|12.603|12.341|12.275|~
100|Cl* NGC 2682 SAND 588|08 50 22.4984520192 +11 34 20.670317292|1.0008|69.866997|~|15.27|14.441|~|14.281221|~|12.824|12.394|12.316|~
27|Cl* NGC 2682 SAND 589|08 50 25.2934083144 +11 35 00.476833956|0.8184|114.919998|~|15.14|14.643|~|14.397411|~|13.322|13.033|12.985|~
100|Cl* NGC 2682 SAND 59|08 48 49.0159155432 +11 58 33.519143568|0.8685|81.037003|~|~|13.918|~|13.599147|~|12.201|11.766|11.676|~
0|Cl* NGC 2682 SAND 590|08 50 43.5916790904 +11 35 48.608000340|3.8693|-2.472000|~|12.15|11.602|~|11.484133|~|10.531|10.224|10.176|~
100|Cl* NGC 2682 SAND 591|08 50 41.9856959064 +11 36 52.616321172|1.2122|34.4627|13.507|12.89|12.630|12.64|12.498256|11.851|11.410|11.062|10.998|G2IV
100|Cl* NGC 2682 SAND 593|08 50 23.0011857044 +11 37 18.114132693|1.1685|35.15|~|15.85|15.074|~|14.855805|~|13.702|13.320|13.27|~
100|Cl* NGC 2682 SAND 594|08 50 35.8001985144 +11 37 36.367255596|1.167|33.02|16.358|16.01|15.347|~|15.050134|14.339|13.791|13.383|13.331|~
100|Cl* NGC 2682 SAND 595|08 50 29.0161691424 +11 38 09.326193072|1.1421|31.04|~|14.38|13.829|13.644|13.646082|~|12.692|12.439|12.398|~
100|Cl* NGC 2682 SAND 597|08 50 42.4996391611 +11 39 49.437967676|1.1562|33.457901|14.005|13.97|13.395|13.319|13.282914|12.718|12.341|12.143|12.032|~
100|Cl* NGC 2682 SAND 598|08 50 34.3879932817 +11 39 56.721924944|1.2205|33.998699|13.288|13.23|12.594|~|12.478206|11.926|11.513|11.244|11.177|G0IV
100|Cl* NGC 2682 SAND 599|08 50 24.180576 +11 39 58.31928|~|7.947980|~|15.14|14.15|13.82|~|~|12.240|11.708|11.599|~
100|Cl* NGC 2682 SAND 6|08 48 35.8862679432 +11 07 24.567246048|0.7006|-17.280701|~|~|~|~|12.518115|~|11.047|10.514|10.431|~
25|Cl* NGC 2682 SAND 600|08 50 28.6518012192 +11 40 34.688336232|0.5102|8.67|~|16.1|15.375|~|15.410048|~|14.488|14.20|14.151|~
100|Cl* NGC 2682 SAND 602|08 50 28.3328740570 +11 42 09.826460508|1.1940|33.792|~|13.50|12.902|~|12.782185|~|11.899|11.654|11.587|~
100|Cl* NGC 2682 SAND 603|08 50 40.4866425264 +11 42 11.582616456|1.1445|33.510700|14.678|14.63|14.068|~|13.908649|~|12.959|12.671|12.559|G0V
0|Cl* NGC 2682 SAND 604|08 50 21.6583620600 +11 42 44.540274132|1.8583|-2.64|~|17.23|16.120|~|15.726652|~|14.058|13.454|13.38|~
54|Cl* NGC 2682 SAND 605|08 50 26.8288839312 +11 42 56.809418184|0.6817|-0.399000|~|15.05|14.606|~|14.392018|~|13.472|13.163|13.109|~
100|Cl* NGC 2682 SAND 608|08 50 43.8964707936 +11 44 31.199068788|2.2235|-27.679701|15.063|14.83|14.110|~|13.920220|13.247|12.776|12.312|12.254|G6V
100|Cl* NGC 2682 SAND 609|08 50 34.6957357584 +11 45 25.620671988|1.247|34.49|17.007|16.51|15.650|~|15.418537|14.706|14.095|13.699|13.576|~
100|Cl* NGC 2682 SAND 611|08 50 38.5716006096 +11 46 36.476881896|1.1599|33.8|16.671|16.24|15.401|~|15.228779|14.505|13.969|13.573|13.437|K0V
0|Cl* NGC 2682 SAND 612|08 50 23.9121144888 +11 46 43.473128052|0.7209|21.69|~|16.86|16.120|~|15.914879|~|14.716|14.37|14.27|~
100|Cl* NGC 2682 SAND 613|08 50 38.8980729168 +11 46 55.657383636|1.1632|34.64|16.829|16.40|15.411|~|15.181992|14.401|13.754|13.232|13.151|~
100|Cl* NGC 2682 SAND 614|08 50 36.7429772070 +11 47 07.580448824|1.2319|34.97|16.703|16.27|15.440|~|15.258410|14.544|13.966|13.553|13.432|~
100|Cl* NGC 2682 SAND 616|08 50 36.8315620776 +11 48 00.804504024|1.1433|33.26|15.814|15.44|14.757|~|14.457218|13.755|13.197|12.811|12.697|G8V
100|Cl* NGC 2682 SAND 617|08 50 26.9880143328 +11 48 31.312316052|1.138|51.866600|~|13.95|13.341|~|13.184756|~|12.177|11.903|11.829|~
100|Cl* NGC 2682 SAND 618|08 50 36.6717443592 +11 48 55.320590340|1.1037|35.288200|13.648|13.674|13.028|~|12.900631|12.325|11.930|11.628|11.578|G0V
0|Cl* NGC 2682 SAND 619|08 50 23.7616674480 +11 48 57.407455656|1.053|48.32|~|13.98|13.615|~|13.398663|~|12.535|12.268|12.255|~
100|Cl* NGC 2682 SAND 62|08 48 29.3710148064 +12 02 28.378652928|0.82|-34.726200|~|14.39|~|~|13.537878|~|12.441|12.110|12.027|~
100|Cl* NGC 2682 SAND 621|08 50 33.3133903536 +11 49 02.155345212|1.1593|32.77|15.200|15.08|14.530|~|14.283750|13.659|13.205|12.864|12.802|G1V
100|Cl* NGC 2682 SAND 622|08 50 21.5752198488 +11 50 23.177439672|1.1405|36.4|~|15.18|14.531|14.392|14.345399|~|13.297|12.994|12.996|F9
32|Cl* NGC 2682 SAND 623|08 50 37.2004365864 +11 50 53.893377420|0.5381|0.97|15.890|15.85|15.281|~|15.072745|14.501|14.033|13.741|13.660|~
44|Cl* NGC 2682 SAND 624|08 50 32.0548766160 +11 51 26.296146720|0.829|9.32|16.325|16.2|15.562|~|15.358080|14.722|14.209|13.944|13.880|~
100|Cl* NGC 2682 SAND 625|08 50 23.3921195688 +11 51 58.529514996|1.162|33.26|~|15.56|14.731|~|14.470160|~|13.218|12.797|12.776|~
100|Cl* NGC 2682 SAND 626|08 50 24.3466451064 +11 52 36.214505688|1.1257|32.94|~|16.16|15.360|~|15.127704|~|13.924|13.515|13.46|~
66|Cl* NGC 2682 SAND 627|08 50 38.8049630232 +11 53 32.405435412|0.7224|52.47|15.943|15.9|15.285|~|15.093663|~|14.045|13.689|13.636|~
100|Cl* NGC 2682 SAND 628|08 50 36.9972256176 +11 54 04.678000848|1.1492|25.326900|15.522|15.23|14.522|~|14.227486|~|12.904|12.495|12.394|F9
100|Cl* NGC 2682 SAND 629|08 50 38.0280714552 +11 54 40.728430512|1.1282|32.72|15.688|15.46|14.780|14.510|14.557549|~|13.428|13.105|12.928|~
100|Cl* NGC 2682 SAND 630|08 50 28.0541926488 +11 54 50.575527792|1.1736|35.465401|~|14.81|14.216|~|14.022076|~|12.968|12.665|12.563|F9
100|Cl* NGC 2682 SAND 631|08 50 41.2312516512 +11 56 15.752301756|1.169|~|17.234|16.617|15.725|~|15.461380|~|14.113|13.623|13.555|~
1|Cl* NGC 2682 SAND 632|08 50 42.689 +11 56 19.92|~|~|~|16.29|15.469|~|~|~|14.393|14.113|14.103|~
25|Cl* NGC 2682 SAND 633|08 50 26.1764676312 +11 57 19.559874456|0.3314|29.07|~|14.82|14.444|~|14.194402|~|13.235|12.918|12.892|~
61|Cl* NGC 2682 SAND 634|08 50 36.5241302016 +11 57 50.503282452|0.9537|37.44|16.217|16.16|15.418|~|15.285026|~|14.148|13.832|13.718|~
65|Cl* NGC 2682 SAND 635|08 50 38.6768186976 +11 58 02.386113240|0.5299|40.085|16.071|15.97|15.374|~|15.164133|~|14.135|13.846|13.757|~
100|Cl* NGC 2682 SAND 636|08 50 39.9031618848 +11 58 32.406949812|1.1469|33.36|17.150|16.58|15.594|~|15.466809|~|14.113|13.650|13.545|~
100|Cl* NGC 2682 SAND 637|08 50 21.1588624248 +11 58 36.916949352|1.2|36.81|~|16.39|15.570|~|15.246590|~|13.853|13.417|13.297|~
9|Cl* NGC 2682 SAND 638|08 50 31.5532035384 +11 58 52.879849644|0.6128|29.90|15.816|15.87|15.410|~|15.173589|~|14.247|13.959|13.859|~
100|Cl* NGC 2682 SAND 640|08 50 21.3706240486 +11 59 08.951833143|1.1812|33.2|~|15.82|15.056|14.876|14.855843|~|13.701|13.333|13.28|F9
25|Cl* NGC 2682 SAND 641|08 50 37.5705279456 +12 00 25.293737808|0.8197|-0.71|17.058|16.69|15.920|~|15.698424|~|~|~|~|~
0|Cl* NGC 2682 SAND 642|08 50 40.8998376408 +12 01 27.117235308|0.7122|46.42|15.838|15.87|15.326|~|15.104166|~|14.045|13.668|13.598|~
0|Cl* NGC 2682 SAND 643|08 50 26.1214698264 +12 02 10.127710392|2.8296|16.58|~|15.52|14.548|~|14.259028|~|12.798|12.311|12.219|~
100|Cl* NGC 2682 SAND 644|08 50 36.1280067552 +12 02 25.419312564|0.7317|12.7|~|14.92|13.941|~|13.673564|~|12.244|11.783|11.694|~
100|Cl* NGC 2682 SAND 645|08 50 39.4174547736 +12 02 33.629157564|17.4089|-38.5|~|16.20|~|13.7|13.603463|11.2|11.063|10.505|10.267|M3.0
73|Cl* NGC 2682 SAND 646|08 50 37.7598057552 +12 02 37.104785340|0.5416|51.682|~|15.91|15.470|~|15.265919|~|14.354|14.10|14.065|~
100|Cl* NGC 2682 SAND 647|08 50 40.3746079224 +12 02 38.479362432|1.1506|30.83|~|14.43|13.898|~|13.701820|~|12.786|12.515|12.466|~
100|Cl* NGC 2682 SAND 648|08 50 42.6189386400 +12 03 10.068571764|1.147|34.03|~|13.93|13.311|~|13.223673|~|12.306|12.088|12.043|~
0|Cl* NGC 2682 SAND 649|08 50 27.7695248640 +12 03 58.253189832|1.613|8.41|~|13.82|13.214|~|13.032523|~|11.999|11.664|11.629|~
100|Cl* NGC 2682 SAND 650|08 50 22.5886530600 +12 05 10.627515564|1.1862|35.22|~|14.5|13.999|~|13.757390|~|12.818|12.534|12.461|~
100|Cl* NGC 2682 SAND 651|08 50 33.8970894288 +12 05 49.688760768|4.0056|-7.7|~|15.62|14.489|~|13.965455|~|12.226|11.641|11.501|~
0|Cl* NGC 2682 SAND 652|08 50 23.0505855840 +12 06 14.802526152|1.0096|41.84|~|14.11|13.586|~|13.347563|~|12.286|12.058|11.906|~
60|Cl* NGC 2682 SAND 653|08 50 35.2990033080 +12 06 32.659301988|0.7504|38.35|~|16.19|15.585|~|15.262928|~|14.121|13.78|13.672|~
25|Cl* NGC 2682 SAND 654|08 50 31.4226819072 +12 06 56.510455248|0.4282|97.645897|~|14.93|14.237|~|13.920277|~|12.610|12.198|12.094|~
100|Cl* NGC 2682 SAND 655|08 50 38.4210347376 +12 07 19.758717119|1.1229|34.69|~|14.25|13.696|~|13.524892|~|12.603|12.339|12.273|~
100|Cl* NGC 2682 SAND 656|08 50 38.5051994424 +12 07 45.793817940|1.1388|31.84|~|13.72|13.192|~|13.014684|~|12.061|11.817|11.765|~
100|Cl* NGC 2682 SAND 657|08 50 29.8754569587 +12 08 07.009402623|1.1489|34.121399|~|13.21|12.619|~|12.430536|~|11.444|11.153|11.108|~
1|Cl* NGC 2682 SAND 658|08 50 34.7815918992 +12 08 31.223680260|1.1838|35.11|~|14.5|13.904|~|13.735407|~|12.765|12.559|12.433|~
69|Cl* NGC 2682 SAND 659|08 50 35.9394108288 +12 08 51.739156464|0.492|64.85|~|15.59|15.115|~|14.778962|~|13.672|13.316|13.294|~
12|Cl* NGC 2682 SAND 660|08 50 35.6341218840 +12 09 21.909066912|0.4642|8.24|~|16.53|15.619|~|15.338281|~|13.951|13.49|13.369|~
0|Cl* NGC 2682 SAND 662|08 50 33.3769133568 +12 10 15.660156108|1.6947|-11.40|~|13.81|13.263|~|13.091199|~|12.162|11.897|11.837|~
25|Cl* NGC 2682 SAND 663|08 50 42.8456505504 +12 11 37.130698968|0.8368|14.413400|~|13.35|12.271|~|12.007843|~|10.456|9.955|9.828|~
100|Cl* NGC 2682 SAND 664|08 50 34.6197515852 +12 11 58.890681885|1.1483|34.61|~|16.04|15.200|~|15.014970|~|13.768|13.395|13.328|~
100|Cl* NGC 2682 SAND 666|08 50 22.8037595927 +12 13 37.169818647|1.1144|33.00|~|14.85|14.324|~|14.041427|~|13.041|12.762|12.650|~
0|Cl* NGC 2682 SAND 667|08 50 40.3042421304 +12 14 37.820850900|~|-9.79|~|14.76|14.152|~|14.382049|~|12.720|12.380|12.301|~
0|Cl* NGC 2682 SAND 669|08 50 32.3263145784 +12 15 17.397462744|1.4966|-40.2|~|14.66|14.162|~|13.895888|~|12.858|12.545|12.473|~
100|Cl* NGC 2682 SAND 67|08 48 29.3645419632 +12 06 35.345539728|1.1227|35.086800|~|14.11|13.520|~|13.352934|~|12.436|12.192|12.098|~
0|Cl* NGC 2682 SAND 670|08 50 40.7264842320 +12 17 00.088057860|0.7353|108.72|~|13.2|12.490|~|12.244244|~|10.908|10.463|10.395|~
100|Cl* NGC 2682 SAND 671|08 50 29.4235447944 +12 19 04.190831184|1.1614|32.46|~|13.14|12.588|~|12.390281|~|11.401|11.098|11.040|~
0|Cl* NGC 2682 SAND 672|08 50 33.5161457832 +12 19 40.161621576|4.1949|-37.01|~|12.09|11.648|~|11.464719|~|10.475|10.141|10.088|~
6|Cl* NGC 2682 SAND 673|08 50 38.1714066432 +12 19 50.476625760|~|~|~|~|14.213|~|14.027533|~|12.754|12.340|12.304|~
100|Cl* NGC 2682 SAND 674|08 50 23.7931619832 +12 19 58.789324236|1.1283|33.85|~|13.24|12.767|~|12.562445|~|11.623|11.401|11.357|~
100|Cl* NGC 2682 SAND 677|08 50 33.6079494504 +12 22 36.917812776|1.1438|~|~|~|15.241|~|14.944613|~|13.776|13.434|13.301|~
100|Cl* NGC 2682 SAND 679|08 51 06.9519050616 +11 06 45.190724292|0.8451|103.819000|~|~|~|~|13.764449|~|12.312|11.835|11.741|~
100|Cl* NGC 2682 SAND 68|08 48 49.7374976808 +12 07 47.509629744|14.6118|19.691299|~|~|~|~|12.296417|~|10.163|9.552|9.352|M1.6
7|Cl* NGC 2682 SAND 683|08 50 50.2645252704 +11 09 25.900180524|1.0896|~|~|~|15.236|~|14.902162|~|13.716|13.379|13.38|~
3|Cl* NGC 2682 SAND 684|08 50 49.6956649152 +11 09 56.081957364|2.2675|~|~|~|15.288|~|14.870048|~|13.272|12.755|12.668|~
32|Cl* NGC 2682 SAND 686|08 50 52.3610196528 +11 13 26.351442732|0.1407|19.661200|~|~|14.856|~|14.432715|~|12.844|12.329|12.163|~
0|Cl* NGC 2682 SAND 687|08 50 46.5423792096 +11 14 04.979581116|1.2697|~|~|15.71|15.114|~|14.748694|~|13.617|13.227|13.166|~
0|Cl* NGC 2682 SAND 688|08 50 48.5823027528 +11 15 04.502619900|0.922|~|~|~|14.891|~|14.555778|~|13.501|13.154|13.09|~
0|Cl* NGC 2682 SAND 689|08 50 52.7267182128 +11 15 33.247731636|0.5303|-20.889700|~|12.68|11.925|~|11.612025|~|10.088|9.568|9.467|~
0|Cl* NGC 2682 SAND 691|08 50 58.5780780576 +11 15 55.650182976|1.2901|-2.923000|~|13.21|12.348|~|12.050609|~|10.670|10.238|10.138|~
100|Cl* NGC 2682 SAND 692|08 50 58.1623686384 +11 17 30.171483276|0.6831|48.092400|~|12.24|11.709|~|11.433535|~|9.901|9.408|9.276|~
0|Cl* NGC 2682 SAND 693|08 50 59.5351067760 +11 17 30.974394264|2.3443|28.911350|~|12.15|11.682|~|11.505796|~|10.590|10.358|10.296|~
100|Cl* NGC 2682 SAND 694|08 50 55.2544176864 +11 17 35.208535092|0.7587|36.1|~|13.80|12.847|~|12.525614|~|11.025|10.533|10.397|~
100|Cl* NGC 2682 SAND 695|08 51 01.0255474896 +11 18 35.382363696|0.3986|70.271896|~|~|13.030|~|12.636223|~|11.012|10.507|10.314|~
100|Cl* NGC 2682 SAND 698|08 50 46.2650351539 +11 20 23.443215521|1.1270|28.96|~|~|15.395|~|14.998468|~|13.717|13.352|13.259|~
0|Cl* NGC 2682 SAND 699|08 50 53.0454305856 +11 21 12.177089712|0.4316|21.87|~|17.01|16.390|~|16.190016|~|15.12|14.75|14.776|~
0|Cl* NGC 2682 SAND 702|08 50 51.9111355632 +11 23 56.610796668|0.4861|92.24|~|16.81|15.596|~|15.837666|~|14.689|14.389|14.384|~
100|Cl* NGC 2682 SAND 704|08 51 06.0012429850 +11 25 45.445694348|1.2302|33.62|~|14.13|13.638|~|13.397335|~|12.411|12.171|12.116|~
0|Cl* NGC 2682 SAND 705|08 51 01.1268826056 +11 26 11.928753168|0.93|3.53|~|14.31|13.713|~|13.480726|~|12.342|12.015|11.957|~
0|Cl* NGC 2682 SAND 706|08 50 50.7852178176 +11 28 12.681099264|1.183|74.17|~|14.64|14.024|~|13.811958|~|12.757|12.413|12.384|~
0|Cl* NGC 2682 SAND 707|08 51 02.9919891864 +11 29 42.279889272|0.8509|~|~|~|15.543|~|15.343280|~|14.112|13.728|13.645|~
100|Cl* NGC 2682 SAND 709|08 50 55.2163735680 +11 31 14.582449020|1.1778|32.56|~|14.79|14.199|~|13.999897|~|13.009|12.750|12.643|~
0|Cl* NGC 2682 SAND 710|08 51 02.5176705096 +11 31 20.128746108|0.9646|16.52|~|17.1|16.110|~|15.824952|~|14.43|13.924|13.82|~
100|Cl* NGC 2682 SAND 711|08 50 53.0574218952 +11 31 20.151919056|1.1694|46.707401|~|13.95|13.390|~|13.230782|~|12.251|12.014|11.923|F5V
0|Cl* NGC 2682 SAND 712|08 50 49.0686895680 +11 32 46.599806976|1.6425|3.69|~|16.96|15.767|~|15.414056|~|13.690|13.146|13.056|~
25|Cl* NGC 2682 SAND 713|08 50 59.1544143312 +11 33 05.468472900|1.2753|39.771000|~|15.8|15.077|~|14.750830|~|13.445|13.014|12.925|~
100|Cl* NGC 2682 SAND 714|08 50 51.0340360032 +11 33 11.271798216|2.6738|76.940201|~|15.51|14.510|~|14.108406|~|12.611|12.097|12.005|~
18|Cl* NGC 2682 SAND 715|08 51 01.8444086112 +11 34 01.133418828|0.9124|48.64|~|14.87|14.123|~|13.889378|~|12.627|12.203|12.121|~
0|Cl* NGC 2682 SAND 718|08 51 02.6255030184 +11 34 46.987932072|0.3569|56.735901|~|15.54|14.483|~|14.230254|~|12.674|12.109|12.009|~
100|Cl* NGC 2682 SAND 719|08 50 57.4736661768 +11 34 57.438561792|1.6623|35.80|~|16.72|15.760|~|15.469993|~|13.888|13.353|13.24|~
0|Cl* NGC 2682 SAND 720|08 50 50.7337330704 +11 35 02.761962756|1.5346|-23.601000|~|13.53|13.019|~|12.851842|12.248|11.851|11.509|11.474|~
100|Cl* NGC 2682 SAND 721|08 50 49.6386842857 +11 35 08.946388097|1.1971|34.518002|~|11.76|11.178|10.972|10.960272|10.170|9.410|8.848|8.722|K1III
100|Cl* NGC 2682 SAND 722|08 50 57.8566175136 +11 35 14.814969900|1.0942|36.519001|14.762|14.67|14.097|13.969|13.932858|13.336|12.921|12.603|12.563|~
100|Cl* NGC 2682 SAND 723|08 50 55.6710835488 +11 35 35.497919184|1.1811|34.217|~|13.93|13.351|~|13.221919|12.664|12.294|12.041|11.959|~
100|Cl* NGC 2682 SAND 724|08 51 06.5375790024 +11 35 58.935003216|1.1486|33.53|~|15.24|14.646|~|14.387630|~|13.343|13.024|12.942|G2V
100|Cl* NGC 2682 SAND 725|08 50 45.1145166000 +11 36 02.429315784|1.2142|38.957|17.384|16.7|15.456|~|15.355323|14.526|13.800|13.210|13.123|~
6|Cl* NGC 2682 SAND 726|08 50 54.2975140728 +11 36 44.341618680|0.4387|47.90|~|16|15.154|~|15.051825|~|13.799|13.411|13.351|~
100|Cl* NGC 2682 SAND 728|08 50 56.5266833958 +11 38 08.219818335|1.1864|34.207199|~|14.7|14.155|14.064|13.981238|13.390|12.974|12.680|12.640|G2V
100|Cl* NGC 2682 SAND 733|08 50 53.0766182688 +11 40 02.269492824|1.1413|33.61|14.303|14.26|13.633|13.568|13.522219|13.033|12.577|12.344|12.259|G0V
100|Cl* NGC 2682 SAND 735|08 51 04.7533803864 +11 40 12.664425144|0.9986|32.67|17.441|16.85|15.756|~|15.670790|14.885|14.205|13.723|13.633|~
100|Cl* NGC 2682 SAND 736|08 51 03.6465928440 +11 40 31.022067468|0.8393|33.89|13.938|13.92|13.373|~|13.252105|12.683|12.287|12.021|11.964|F9V
100|Cl* NGC 2682 SAND 737|08 51 00.6816025800 +11 40 41.344510872|1.1174|34.295456|16.549|16.18|15.273|~|15.142609|14.454|13.874|13.495|13.403|K1
0|Cl* NGC 2682 SAND 738|08 50 53.4164917896 +11 40 43.489745436|0.929|7.29|14.386|14.34|13.700|~|13.551199|12.989|12.531|12.216|12.164|F9V
